condition_id,name,mortality_per_hour,curability,detector_treatments,possible_symptoms
1,Type 2 Diabetes Mellitus,3e-06,0.0014756945,"['Fasting Blood Glucose Test', 'Hemoglobin A1c']","[{'name': 'Nausea', 'severity': 3}, {'name': 'Water retention', 'severity': 4}, {'name': 'Cough', 'severity': 4}]"
2,Alzheimer’s Disease,2e-05,8.680556e-05,"['EEG (Electroencephalogram)', 'MRI Brain (without contrast)']","[{'name': 'Orthopnea', 'severity': 5}, {'name': 'Hot flashes', 'severity': 3}, {'name': 'Lightheadedness', 'severity': 5}]"
3,Parkinson’s Disease,2e-05,8.680556e-05,"['CT Head', 'MRI Brain (without contrast)']","[{'name': 'Water retention', 'severity': 4}, {'name': 'Aphasia', 'severity': 2}, {'name': 'Flushing', 'severity': 2}]"
4,Stroke (Cerebrovascular Accident),2e-05,8.680556e-05,"['EEG (Electroencephalogram)', 'MRI Brain (without contrast)']","[{'name': 'Chest pain', 'severity': 2}, {'name': 'Water retention', 'severity': 5}, {'name': 'Paresthesia', 'severity': 4}]"
5,Coronary Artery Disease,0.00025,0.00086805556,"['Stress Test', 'Echocardiogram']","[{'name': 'Spasms', 'severity': 2}, {'name': 'Joint pain', 'severity': 3}, {'name': 'Phlegm production', 'severity': 2}]"
6,Myocardial Infarction,0.00025,0.00086805556,"['Echocardiogram', 'Stress Test']","[{'name': 'Itching', 'severity': 2}, {'name': 'Yellow skin', 'severity': 3}, {'name': 'Urinary pain', 'severity': 2}]"
7,Congestive Heart Failure,0.00025,0.00086805556,"['EKG', 'Echocardiogram']","[{'name': 'Dry mouth', 'severity': 5}, {'name': 'Water retention', 'severity': 2}, {'name': 'Back pain', 'severity': 3}]"
8,Atrial Fibrillation,0.00025,0.00086805556,"['Echocardiogram', 'Stress Test']","[{'name': 'Abcesses', 'severity': 2}, {'name': 'Urticaria', 'severity': 2}, {'name': 'Vomiting', 'severity': 5}]"
9,Chronic Kidney Disease,0.00011,0.0006076389,"['Ultrasound (Kidney)', 'Serum Creatinine']","[{'name': 'fluid in genitals', 'severity': 4}, {'name': 'Gangrene', 'severity': 4}, {'name': 'Chest tightness', 'severity': 5}]"
10,Acute Kidney Injury,0.00011,0.0006076389,"['Ultrasound (Kidney)', 'Serum Creatinine']","[{'name': 'Blood in urine', 'severity': 2}, {'name': 'Urinary pain', 'severity': 3}, {'name': 'Gastroenteritis', 'severity': 5}]"
11,Chronic Obstructive Pulmonary Disease (COPD),0.00017,0.00052083336,"['Chest X-ray', 'CT Chest']","[{'name': 'Paralysis', 'severity': 4}, {'name': 'Sore throat', 'severity': 2}, {'name': 'Hair loss', 'severity': 5}]"
12,Asthma (Chronic),0.00017,0.00052083336,"['CT Chest', 'Chest X-ray']","[{'name': 'Sweating', 'severity': 3}, {'name': 'Weakness', 'severity': 4}, {'name': 'Weight loss', 'severity': 2}]"
13,Cirrhosis,0.00014,0.00034722223,"['Ultrasound (Abdominal)', 'Liver Function Tests']","[{'name': 'Fatigue', 'severity': 5}, {'name': 'Meningitis', 'severity': 2}, {'name': 'Phlegm production', 'severity': 2}]"
14,Hepatitis B,0.00014,0.00034722223,"['Liver Function Tests', 'Ultrasound (Abdominal)']","[{'name': 'Diarrhea', 'severity': 5}, {'name': 'Bruising', 'severity': 2}, {'name': 'Cough', 'severity': 3}]"
15,Hepatitis C,0.00014,0.00034722223,"['Ultrasound (Abdominal)', 'Liver Function Tests']","[{'name': 'Stomach pain', 'severity': 3}, {'name': 'Delirium', 'severity': 4}, {'name': 'Hives', 'severity': 5}]"
16,Osteoarthritis,1e-05,0.0017361111,"['X-ray Joint', 'Bone Density Scan']","[{'name': 'Chest tightness', 'severity': 4}, {'name': 'Fainting', 'severity': 2}, {'name': 'Cough', 'severity': 3}]"
17,Rheumatoid Arthritis,1e-05,0.0017361111,"['X-ray Joint', 'MRI Joint']","[{'name': 'Sneezing', 'severity': 2}, {'name': 'Voice changes', 'severity': 2}, {'name': 'Delirium', 'severity': 5}]"
18,Psoriatic Arthritis,1e-05,0.0017361111,"['X-ray Joint', 'Bone Density Scan']","[{'name': 'Tremor', 'severity': 3}, {'name': 'Restlessness', 'severity': 3}, {'name': 'Rash', 'severity': 3}]"
19,Ankylosing Spondylitis,0.0001,0.00086805556,[],"[{'name': 'Swelling', 'severity': 4}, {'name': 'Inflammation', 'severity': 4}, {'name': 'Chest pain', 'severity': 3}]"
20,Osteoporosis,1e-05,0.0017361111,"['Bone Density Scan', 'MRI Joint']","[{'name': 'Tremor', 'severity': 5}, {'name': 'Dry mouth', 'severity': 4}, {'name': 'Ulcers', 'severity': 5}]"
21,Fibromyalgia,1e-05,0.0017361111,"['Bone Density Scan', 'X-ray Joint']","[{'name': 'Hearing loss', 'severity': 4}, {'name': 'Loss of appetite', 'severity': 4}, {'name': 'Seizures', 'severity': 3}]"
22,Systemic Lupus Erythematosus,2e-05,0.0010416667,"['ANA Panel', 'Rheumatoid Factor']","[{'name': 'Delirium', 'severity': 5}, {'name': 'Polyphagia', 'severity': 2}, {'name': 'fluid in genitals', 'severity': 4}]"
23,Multiple Sclerosis,0.0001,0.00086805556,[],"[{'name': 'Chest tightness', 'severity': 4}, {'name': 'Numbness', 'severity': 4}, {'name': 'Fatigue', 'severity': 4}]"
24,Epilepsy,2e-05,8.680556e-05,"['CT Head', 'MRI Brain (without contrast)']","[{'name': 'Nausea', 'severity': 4}, {'name': 'Seizures', 'severity': 2}, {'name': 'Urticaria', 'severity': 2}]"
25,Migraine,2e-05,8.680556e-05,"['MRI Brain (without contrast)', 'EEG (Electroencephalogram)']","[{'name': 'Gastroenteritis', 'severity': 5}, {'name': 'Encephalitis', 'severity': 4}, {'name': 'Fatigue', 'severity': 2}]"
26,Breast Cancer,0.0005,0.00069444446,"['CT Scan', 'Biopsy']","[{'name': 'Chills', 'severity': 4}, {'name': 'Dry skin', 'severity': 5}, {'name': 'Meningitis', 'severity': 4}]"
27,Lung Cancer,0.0005,0.00069444446,"['Biopsy', 'PET Scan']","[{'name': 'Choking sensation', 'severity': 2}, {'name': 'Earache', 'severity': 4}, {'name': 'Paleness', 'severity': 4}]"
28,Colorectal Cancer,0.0005,0.00069444446,"['CT Scan', 'Biopsy']","[{'name': 'Bruising', 'severity': 3}, {'name': 'Cough', 'severity': 4}, {'name': 'Red eyes', 'severity': 3}]"
29,Prostate Cancer,0.0005,0.00069444446,"['CT Scan', 'Biopsy']","[{'name': 'Sneezing', 'severity': 5}, {'name': 'Hot flashes', 'severity': 2}, {'name': 'Bruising', 'severity': 4}]"
30,Pancreatic Cancer,0.0005,0.00069444446,"['CT Scan', 'PET Scan']","[{'name': 'Diarrhea', 'severity': 2}, {'name': 'Trouble swallowing', 'severity': 3}, {'name': 'Tingling', 'severity': 2}]"
31,Leukemia,0.0005,0.00069444446,"['CT Scan', 'PET Scan']","[{'name': 'Water retention', 'severity': 2}, {'name': 'Jaundice', 'severity': 5}, {'name': 'Bloody stool', 'severity': 5}]"
32,Lymphoma,0.0005,0.00069444446,"['Biopsy', 'PET Scan']","[{'name': 'Burning sensation', 'severity': 5}, {'name': 'Slurred speech', 'severity': 5}, {'name': 'Excessive thirst', 'severity': 4}]"
33,Melanoma,0.0005,0.00069444446,"['Biopsy', 'PET Scan']","[{'name': 'Cold intolerance', 'severity': 4}, {'name': 'Vision loss', 'severity': 5}, {'name': 'Dry skin', 'severity': 5}]"
34,Brain Tumor,0.0005,0.00069444446,"['Biopsy', 'CT Scan']","[{'name': 'Weakness', 'severity': 4}, {'name': 'Gangrene', 'severity': 4}, {'name': 'Sneezing', 'severity': 4}]"
35,Bladder Cancer,0.0005,0.00069444446,"['PET Scan', 'CT Scan']","[{'name': 'Hypersalivation', 'severity': 5}, {'name': 'Jaundice', 'severity': 3}, {'name': 'Itching', 'severity': 2}]"
36,Thyroid Cancer,0.0005,0.00069444446,"['CT Scan', 'Biopsy']","[{'name': 'Insomnia', 'severity': 3}, {'name': 'Vomiting', 'severity': 5}, {'name': 'Blisters', 'severity': 4}]"
37,Kidney Cancer,0.00011,0.0006076389,"['Ultrasound (Kidney)', 'Serum Creatinine']","[{'name': 'Gangrene', 'severity': 4}, {'name': 'Water retention', 'severity': 5}, {'name': 'Low blood pressure', 'severity': 5}]"
38,Sarcoma,0.0005,0.00069444446,"['CT Scan', 'PET Scan']","[{'name': 'Tachycardia', 'severity': 5}, {'name': 'Abcesses', 'severity': 3}, {'name': 'Gastroenteritis', 'severity': 5}]"
39,Ovarian Cancer,0.0005,0.00069444446,"['PET Scan', 'CT Scan']","[{'name': 'Runny nose', 'severity': 2}, {'name': 'Low blood pressure', 'severity': 4}, {'name': 'Psychosis', 'severity': 5}]"
40,Cervical Cancer,0.0005,0.00069444446,"['PET Scan', 'CT Scan']","[{'name': 'Chest pain', 'severity': 5}, {'name': 'Paralysis', 'severity': 4}, {'name': 'Lightheadedness', 'severity': 5}]"
41,Testicular Cancer,0.0005,0.00069444446,"['CT Scan', 'Biopsy']","[{'name': 'Weakness', 'severity': 2}, {'name': 'Mood swings', 'severity': 5}, {'name': 'Urticaria', 'severity': 3}]"
42,Osteosarcoma,1e-05,0.0017361111,"['X-ray Joint', 'Bone Density Scan']","[{'name': 'Psychosis', 'severity': 5}, {'name': 'Acid reflux', 'severity': 3}, {'name': 'Heart palpitations', 'severity': 2}]"
43,Hip Fracture,0.0003,0.00086805556,"['MRI', 'X-ray']","[{'name': 'Wheezing', 'severity': 5}, {'name': 'Memory loss', 'severity': 3}, {'name': 'Vision loss', 'severity': 2}]"
44,Femur Fracture,0.0003,0.00086805556,"['CT Scan', 'X-ray']","[{'name': 'Phlegm production', 'severity': 3}, {'name': 'Excessive thirst', 'severity': 2}, {'name': 'Choking sensation', 'severity': 4}]"
45,Wrist Fracture,0.0003,0.00086805556,"['MRI', 'CT Scan']","[{'name': 'Wheezing', 'severity': 5}, {'name': 'Joint pain', 'severity': 3}, {'name': 'Yellow skin', 'severity': 2}]"
46,Rotator Cuff Tear,0.0001,0.00086805556,[],"[{'name': 'Trouble swallowing', 'severity': 2}, {'name': 'Headache', 'severity': 4}, {'name': 'Blisters', 'severity': 5}]"
47,ACL Tear,0.0001,0.00086805556,[],"[{'name': 'fluid in genitals', 'severity': 3}, {'name': 'Joint pain', 'severity': 3}, {'name': 'Numbness', 'severity': 4}]"
48,Meniscus Tear,0.0001,0.00086805556,[],"[{'name': 'Hoarseness', 'severity': 5}, {'name': 'Headache', 'severity': 3}, {'name': 'Flushing', 'severity': 5}]"
49,Achilles Tendon Rupture,0.0001,0.00086805556,[],"[{'name': 'Red eyes', 'severity': 3}, {'name': 'Gangrene', 'severity': 3}, {'name': 'Chest tightness', 'severity': 3}]"
50,Carpal Tunnel Syndrome,0.0001,0.00086805556,[],"[{'name': 'Loss of appetite', 'severity': 4}, {'name': 'Runny nose', 'severity': 5}, {'name': 'fluid in genitals', 'severity': 5}]"
51,Tennis Elbow (Lateral Epicondylitis),0.0001,0.00086805556,[],"[{'name': 'Encephalitis', 'severity': 2}, {'name': 'High blood pressure', 'severity': 2}, {'name': 'fluid in genitals', 'severity': 2}]"
52,Plantar Fasciitis,0.0001,0.00086805556,[],"[{'name': 'Bruising', 'severity': 3}, {'name': 'Loss of appetite', 'severity': 3}, {'name': 'Fever', 'severity': 2}]"
53,Herniated Disc,0.0001,0.00086805556,[],"[{'name': 'High blood pressure', 'severity': 5}, {'name': 'Pneumonia', 'severity': 2}, {'name': 'Tremor', 'severity': 4}]"
54,Sciatica,0.0001,0.00086805556,[],"[{'name': 'Loss of appetite', 'severity': 5}, {'name': 'Gangrene', 'severity': 3}, {'name': 'Low blood pressure', 'severity': 2}]"
55,Concussion,0.0001,0.00086805556,[],"[{'name': 'Heart palpitations', 'severity': 4}, {'name': 'Dry skin', 'severity': 5}, {'name': 'Shortness of breath', 'severity': 2}]"
56,Traumatic Brain Injury,0.0003,0.00086805556,"['X-ray', 'CT Scan']","[{'name': 'Choking sensation', 'severity': 5}, {'name': 'Chills', 'severity': 5}, {'name': 'Encephalitis', 'severity': 2}]"
57,Spinal Cord Injury,0.0003,0.00086805556,"['CT Scan', 'MRI']","[{'name': 'Runny nose', 'severity': 4}, {'name': 'Hearing loss', 'severity': 5}, {'name': 'Hoarseness', 'severity': 2}]"
58,Second-Degree Burn,0.0003,0.00086805556,"['MRI', 'CT Scan']","[{'name': 'Tingling', 'severity': 2}, {'name': 'Psychosis', 'severity': 5}, {'name': 'Zoster lesions', 'severity': 3}]"
59,Third-Degree Burn,0.0003,0.00086805556,"['X-ray', 'CT Scan']","[{'name': 'Psychosis', 'severity': 4}, {'name': 'Sweating', 'severity': 5}, {'name': 'Chest tightness', 'severity': 2}]"
60,Frostbite,0.0001,0.00086805556,[],"[{'name': 'Paralysis', 'severity': 5}, {'name': 'Vision loss', 'severity': 3}, {'name': 'Diarrhea', 'severity': 2}]"
61,Hypothermia,0.0001,0.00086805556,[],"[{'name': 'Burning sensation', 'severity': 2}, {'name': 'Nausea', 'severity': 2}, {'name': 'Fever', 'severity': 4}]"
62,Heat Stroke,2e-05,8.680556e-05,"['MRI Brain (without contrast)', 'EEG (Electroencephalogram)']","[{'name': 'Confusion', 'severity': 3}, {'name': 'Fatigue', 'severity': 3}, {'name': 'Blood in urine', 'severity': 5}]"
63,Dehydration,0.001,0.00043402778,"['Blood Gas (ABG)', 'CBC']","[{'name': 'Back pain', 'severity': 2}, {'name': 'Shortness of breath', 'severity': 2}, {'name': 'Heart palpitations', 'severity': 3}]"
64,Sepsis,0.001,0.00043402778,"['CBC', 'Lactate Level']","[{'name': 'Seizures', 'severity': 4}, {'name': 'Hair loss', 'severity': 2}, {'name': 'Gangrene', 'severity': 5}]"
65,Septic Shock,0.001,0.00043402778,"['Blood Gas (ABG)', 'CBC']","[{'name': 'Fainting', 'severity': 3}, {'name': 'Inflammation', 'severity': 5}, {'name': 'Hives', 'severity': 5}]"
66,Anaphylaxis,0.001,0.00043402778,"['CBC', 'Blood Gas (ABG)']","[{'name': 'High blood pressure', 'severity': 5}, {'name': 'Abcesses', 'severity': 3}, {'name': 'Inflammation', 'severity': 5}]"
67,Hypovolemic Shock,0.001,0.00043402778,"['CBC', 'Lactate Level']","[{'name': 'Insomnia', 'severity': 3}, {'name': 'Tremor', 'severity': 4}, {'name': 'Buboes', 'severity': 4}]"
68,Cardiogenic Shock,0.00025,0.00086805556,"['Stress Test', 'EKG']","[{'name': 'Chest pain', 'severity': 2}, {'name': 'Blood in urine', 'severity': 5}, {'name': 'Diarrhea', 'severity': 4}]"
69,Toxic Shock Syndrome,0.001,0.00043402778,"['Lactate Level', 'CBC']","[{'name': 'Hair loss', 'severity': 5}, {'name': 'Aphasia', 'severity': 5}, {'name': 'Dry cough', 'severity': 3}]"
70,Sickle Cell Disease,0.0001,0.00086805556,[],"[{'name': 'Hair loss', 'severity': 3}, {'name': 'Earache', 'severity': 5}, {'name': 'Choking sensation', 'severity': 2}]"
71,Iron Deficiency Anemia,0.0001,0.00086805556,[],"[{'name': 'Sweating', 'severity': 5}, {'name': 'Bruising', 'severity': 3}, {'name': 'fluid in genitals', 'severity': 3}]"
72,Hemophilia,0.0001,0.00086805556,[],"[{'name': 'Seizures', 'severity': 3}, {'name': 'Gastroenteritis', 'severity': 5}, {'name': 'Paleness', 'severity': 2}]"
73,Thalassemia,0.0001,0.00086805556,[],"[{'name': 'Back pain', 'severity': 5}, {'name': 'Diarrhea', 'severity': 5}, {'name': 'Shortness of breath', 'severity': 4}]"
74,Vitamin D Deficiency,0.0001,0.00086805556,[],"[{'name': 'Itching', 'severity': 2}, {'name': 'Encephalitis', 'severity': 4}, {'name': 'Ulcers', 'severity': 2}]"
75,Hypothyroidism,0.0001,0.00086805556,[],"[{'name': 'Coma', 'severity': 5}, {'name': 'Internal bleeding', 'severity': 2}, {'name': 'Inflammation', 'severity': 5}]"
76,Hyperthyroidism,0.0001,0.00086805556,[],"[{'name': 'Skin lesions', 'severity': 4}, {'name': 'Insomnia', 'severity': 5}, {'name': 'Palpitations', 'severity': 5}]"
77,Cushing’s Syndrome,1e-05,0.0015625,"['Cortisol Level', 'Hormone Panel']","[{'name': 'Flushing', 'severity': 5}, {'name': 'Back pain', 'severity': 4}, {'name': 'Hot flashes', 'severity': 2}]"
78,Addison’s Disease,1e-05,0.0015625,"['TSH Test', 'Cortisol Level']","[{'name': 'Hypersalivation', 'severity': 4}, {'name': 'Hot flashes', 'severity': 3}, {'name': 'Shortness of breath', 'severity': 5}]"
79,Polycystic Ovary Syndrome,1e-05,0.0015625,"['Cortisol Level', 'Hormone Panel']","[{'name': 'Gangrene', 'severity': 3}, {'name': 'Hoarseness', 'severity': 4}, {'name': 'Excessive thirst', 'severity': 3}]"
80,Atherosclerosis,0.0001,0.00086805556,[],"[{'name': 'Diarrhea', 'severity': 2}, {'name': 'Lightheadedness', 'severity': 2}, {'name': 'Sweating', 'severity': 2}]"
81,Deep Vein Thrombosis,0.0001,0.00086805556,[],"[{'name': 'Burning sensation', 'severity': 2}, {'name': 'Palpitations', 'severity': 3}, {'name': 'Confusion', 'severity': 5}]"
82,Pulmonary Embolism,0.0001,0.00086805556,[],"[{'name': 'Jaundice', 'severity': 3}, {'name': 'Coma', 'severity': 5}, {'name': 'Runny nose', 'severity': 5}]"
83,Varicose Veins,0.0001,0.00086805556,[],"[{'name': 'Bloody stool', 'severity': 2}, {'name': 'Water retention', 'severity': 5}, {'name': 'Cold sweats', 'severity': 3}]"
84,Peripheral Arterial Disease,0.0001,0.00086805556,[],"[{'name': 'Gangrene', 'severity': 4}, {'name': 'Abcesses', 'severity': 5}, {'name': 'Tremor', 'severity': 3}]"
85,Chronic Sinusitis,0.0001,0.00086805556,[],"[{'name': 'Excessive thirst', 'severity': 2}, {'name': 'Chills', 'severity': 5}, {'name': 'Inflammation', 'severity': 5}]"
86,Crohn’s Disease,0.0001,0.00086805556,[],"[{'name': 'Sneezing', 'severity': 2}, {'name': 'Red eyes', 'severity': 3}, {'name': 'Seizures', 'severity': 4}]"
87,Ulcerative Colitis,5e-05,0.0012152778,"['Colonoscopy', 'Stool Occult Blood Test']","[{'name': 'Ringing in ears', 'severity': 5}, {'name': 'Itching', 'severity': 2}, {'name': 'Blurred vision', 'severity': 3}]"
88,Irritable Bowel Syndrome,5e-05,0.0012152778,"['Endoscopy', 'Stool Occult Blood Test']","[{'name': 'Tachycardia', 'severity': 2}, {'name': 'Cold intolerance', 'severity': 4}, {'name': 'Runny nose', 'severity': 2}]"
89,Diverticulitis,5e-05,0.0012152778,"['Endoscopy', 'Stool Occult Blood Test']","[{'name': 'Dizziness', 'severity': 5}, {'name': 'Pneumonia', 'severity': 4}, {'name': 'Tremor', 'severity': 2}]"
90,Appendicitis,5e-05,0.0012152778,"['Endoscopy', 'Stool Occult Blood Test']","[{'name': 'Choking sensation', 'severity': 3}, {'name': 'Bleeding', 'severity': 3}, {'name': 'Ringing in ears', 'severity': 2}]"
91,Endometriosis,5e-05,0.0012152778,"['Stool Occult Blood Test', 'Colonoscopy']","[{'name': 'Hearing loss', 'severity': 5}, {'name': 'Voice changes', 'severity': 4}, {'name': 'Blurred vision', 'severity': 4}]"
92,Polycystic Kidney Disease,0.00011,0.0006076389,"['Ultrasound (Kidney)', 'Serum Creatinine']","[{'name': 'Sneezing', 'severity': 5}, {'name': 'Dry skin', 'severity': 3}, {'name': 'Insomnia', 'severity': 2}]"
93,Glaucoma,0.0001,0.00086805556,[],"[{'name': 'Chills', 'severity': 5}, {'name': 'Numbness', 'severity': 4}, {'name': 'Orthopnea', 'severity': 5}]"
94,Cataracts,0.0001,0.00086805556,[],"[{'name': 'Itching', 'severity': 3}, {'name': 'Tingling', 'severity': 4}, {'name': 'Gastroenteritis', 'severity': 3}]"
95,Macular Degeneration,0.0001,0.00086805556,[],"[{'name': 'Paleness', 'severity': 2}, {'name': 'High blood pressure', 'severity': 4}, {'name': 'Spasms', 'severity': 3}]"
96,Otitis Media (Chronic),0.0001,0.00086805556,[],"[{'name': 'Weight loss', 'severity': 2}, {'name': 'Earache', 'severity': 3}, {'name': 'Loss of appetite', 'severity': 3}]"
97,Tonsillitis (Chronic/Recurrent),0.0001,0.00086805556,[],"[{'name': 'Flushing', 'severity': 4}, {'name': 'Zoster lesions', 'severity': 5}, {'name': 'High blood pressure', 'severity': 4}]"
98,Benign Prostatic Hyperplasia,0.0001,0.00086805556,[],"[{'name': 'Encephalitis', 'severity': 4}, {'name': 'Insomnia', 'severity': 4}, {'name': 'Hot flashes', 'severity': 2}]"
99,Varicocele,0.0001,0.00086805556,[],"[{'name': 'Muscle weakness', 'severity': 5}, {'name': 'Choking sensation', 'severity': 4}, {'name': 'Mood swings', 'severity': 5}]"
100,Buboes,0.0002,0.0010416667,"['Urinalysis', 'Blood Cultures']","[{'name': 'Inflammation', 'severity': 3}, {'name': 'Shortness of breath', 'severity': 3}, {'name': 'Slurred speech', 'severity': 4}]"
